,bag_names,bag_ma
193,bag273,0.2659977703455964
194,bag274,0.19397993311036787
195,bag275,0.20926899187768755
196,bag276,0.3232998885172798
197,bag277,0.23652917131177997
198,bag278,0.2777512342729734
199,bag279,0.38219992567818656
200,bag28,0.31075808249721293
201,bag280,0.27201783723522854
202,bag281,0.43701226309921964
203,bag282,0.44258639910813824
204,bag283,0.28943701226309915
205,bag284,0.2674470457079152
206,bag285,0.3101449275362319
207,bag286,0.26217019695280563
208,bag287,0.38405797101449274
209,bag288,0.27883067013501794
210,bag289,0.18617614269788182
211,bag29,0.2530657748049052
212,bag290,0.2753623188405797
213,bag291,0.3141583054626532
214,bag292,0.27276105536975104
215,bag293,0.351418307940047
216,bag294,0.27243589743589747
217,bag295,0.345224823485693
218,bag296,0.3050910442214789
219,bag297,0.31308063916759565
220,bag298,0.2987736900780379
221,bag299,0.2590115198810851
222,bag3,0.35050167224080264
223,bag30,0.22742474916387959
224,bag300,0.24804905239687847
225,bag301,0.9364548494983277
226,bag302,0.6321070234113713
227,bag303,0.8335722248765726
228,bag304,0.6994147157190636
229,bag305,0.9241917502787067
230,bag306,0.673355629877369
231,bag307,0.7796358231140839
232,bag308,0.7203641768859158
233,bag309,0.722742474916388
234,bag31,0.357487922705314
235,bag310,0.8929765886287625
236,bag311,0.9072463768115939
237,bag312,0.5662083488170445
238,bag313,0.6164994425863991
239,bag314,0.9364548494983277
240,bag315,0.6314699792960663
241,bag316,0.5737643998513563
242,bag317,0.7809364548494984
243,bag318,0.7703455964325528
244,bag319,0.6571906354515049
245,bag32,0.27313266443701223
246,bag320,0.7789456919891702
247,bag321,0.8474279343844563
248,bag322,0.6884057971014492
249,bag323,0.7607580824972129
250,bag324,0.9583054626532886
251,bag325,0.819769602378298
252,bag326,0.4816053511705686
253,bag327,0.7316053511705685
254,bag328,0.8726309921962095
255,bag329,0.6546822742474916
256,bag33,0.2709030100334448
257,bag330,0.7645484949832776
258,bag331,0.5379660597051901
259,bag332,0.6334076551467857
260,bag333,0.7152731326644369
261,bag334,0.7369007803790412
262,bag335,0.669453734671126
263,bag336,0.6163136380527685
264,bag337,0.8166109253065774
265,bag338,0.2853957636566332
266,bag339,0.7986940595636247
267,bag34,0.3573021181716834
268,bag340,0.6874303232998885
269,bag341,0.7598940914158305
270,bag342,0.5719063545150501
271,bag343,0.777870680044593
272,bag344,0.5487736900780379
273,bag345,0.6684503901895206
274,bag346,0.8929765886287625
275,bag347,0.5768611420785333
276,bag348,0.7829272177098264
277,bag349,0.6042363433667781
278,bag35,0.30787811222593825
279,bag350,0.5426421404682275
280,bag351,0.798216276477146
281,bag352,0.7913680522376175
282,bag353,0.6513377926421404
283,bag354,0.9052396878483835
284,bag355,0.6138238573021181
285,bag356,0.6422643379165118
286,bag357,0.8929765886287625
287,bag358,0.8203270159791899
288,bag359,0.6438127090301002
289,bag36,0.37725752508361204
290,bag360,0.6720549981419546
291,bag361,0.6039576365663322
292,bag362,0.5072463768115941
293,bag363,0.69664313142574
294,bag364,0.7791248606465998
295,bag365,0.5919732441471571
296,bag366,0.7238573021181717
297,bag367,0.7369007803790412
298,bag368,0.8420661464139725
299,bag369,0.7450390189520624
300,bag37,0.23337049424005948
301,bag370,0.6538461538461537
302,bag371,0.8468970642883686
303,bag372,0.7833519137866963
304,bag373,0.8
305,bag374,0.6868729096989966
306,bag375,0.7123745819397993
307,bag376,0.852396878483835
308,bag377,0.6651059085841694
309,bag378,0.8037904124860645
310,bag379,0.6929765886287624
311,bag38,0.2809364548494983
312,bag380,0.6925863991081382
313,bag381,0.778149386845039
314,bag382,0.7919732441471571
315,bag383,0.9113712374581939
316,bag384,0.7624303232998885
317,bag385,0.7212931995540691
318,bag386,0.7543664065403194
319,bag387,0.7926421404682273
320,bag388,0.73355629877369
321,bag389,0.8497212931995539
322,bag39,0.4121144555927165
323,bag390,0.7569676700111483
324,bag391,0.7620463272637186
325,bag392,0.8680787811222593
326,bag393,0.5169612995699953
327,bag394,0.8795986622073577
328,bag395,0.6516961299569994
329,bag396,0.6923076923076923
330,bag397,0.7853957636566332
331,bag398,0.6676700111482718
332,bag399,0.7333333333333334
333,bag4,0.3079152731326644
334,bag40,0.4453734671125975
335,bag400,0.6365663322185061
336,bag401,0.6459804285891242
337,bag402,0.8115942028985506
338,bag403,0.7573392790784096
339,bag404,0.7922240802675584
340,bag405,0.6465997770345596
341,bag406,0.80143688839341
342,bag407,0.6472965440356744
343,bag408,0.7759197324414715
344,bag409,0.8673355629877368
345,bag41,0.2530657748049052
346,bag410,0.483835005574136
347,bag411,0.855072463768116
348,bag412,0.4816053511705686
349,bag413,0.7850860894339156
350,bag414,0.6603493125232255
351,bag415,0.6198439241917503
352,bag416,0.8929765886287625
353,bag417,0.7480490523968784
354,bag418,0.6969063545150501
355,bag419,0.6819026384243775
356,bag42,0.21181716833890746
357,bag420,0.714715719063545
358,bag421,0.6365663322185061
359,bag422,0.7891118543292456
360,bag423,0.7963210702341137
361,bag424,0.8079710144927535
362,bag425,0.8055245881332838
363,bag426,0.7954292084726866
364,bag427,0.6628444019748366
365,bag428,0.7420289855072463
366,bag429,0.6415830546265328
367,bag43,0.3125232255667038
368,bag430,0.6755852842809364
369,bag431,0.7591973244147157
370,bag432,0.6858045336306207
371,bag433,0.7673355629877368
372,bag434,0.900037160906726
373,bag435,0.6508361204013378
374,bag436,0.9364548494983277
375,bag437,0.8165489904620338
376,bag438,0.7924828794394012
377,bag439,0.8887402452619844
378,bag44,0.363681407159668
379,bag440,0.8762541806020065
380,bag441,0.41694537346711263
381,bag442,0.6633221850613155
382,bag443,0.5351170568561873
383,bag444,0.5494505494505494
384,bag445,0.6133142220098742
385,bag446,0.850334448160535
386,bag447,0.6492474916387959
387,bag448,0.3846153846153846
388,bag449,0.827573392790784
389,bag45,0.30211817168338906
390,bag450,0.6502229654403566
391,bag451,0.1067756719930633
392,bag452,0.07007485268354832
393,bag453,0.14158305462653287
394,bag454,0.13405797101449274
395,bag455,0.0716674629718108
396,bag456,0.054069119286510585
397,bag457,0.08769973987365291
398,bag458,0.08439241917502785
399,bag459,0.027499070977331844
400,bag46,0.2889632107023411
401,bag460,0.10758082497212931
402,bag461,0.11197819893472066
403,bag462,0.09186176142697881
404,bag463,0.07045707915273133
405,bag464,0.12362194970890622
406,bag465,0.14158305462653287
407,bag466,0.08769973987365293
408,bag467,0.052954292084726864
409,bag468,0.12002972872538091
410,bag469,0.12709030100334448
411,bag47,0.34698996655518394
412,bag470,0.06911928651059086
413,bag471,0.17502787068004458
414,bag472,0.11755233494363927
415,bag473,0.12123745819397992
416,bag474,0.0818283166109253
417,bag475,0.06438127090301003
418,bag476,0.11081382385730212
419,bag477,0.10390189520624302
420,bag478,0.10107766629505759
421,bag479,0.10702341137123744
422,bag48,0.31304347826086953
423,bag480,0.023411371237458196
424,bag481,0.03455964325529543
425,bag482,0.06354515050167224
426,bag483,0.13489409141583053
427,bag484,0.06280193236714976
428,bag485,0.10943887030843552
429,bag486,0.11383624427102688
430,bag487,0.06465997770345595
431,bag488,0.07357859531772576
432,bag489,0.07692307692307693
433,bag49,0.2807506503158677
434,bag490,0.08869069738634955
435,bag491,0.06755852842809365
436,bag492,0.10781971651536867
437,bag493,0.07617985878855443
438,bag494,0.12947921643573818
439,bag495,0.10888145670754364
440,bag496,0.0815062554192989
441,bag497,0.06716833890746934
442,bag498,0.07525083612040133
443,bag499,0.1443701226309922
444,bag5,0.31834510095379653
445,bag50,0.4121516164994425
446,bag500,0.10969899665551838
447,bag501,0.09438870308435526
448,bag502,0.1806020066889632
449,bag503,0.07989594946116685
450,bag504,0.14158305462653287
451,bag505,0.052814938684503904
452,bag506,0.0833643007556051
453,bag507,0.12709030100334448
454,bag508,0.11594202898550725
455,bag509,0.09409141583054627
456,bag51,0.38238573021181715
457,bag510,0.12486064659977701
458,bag511,0.1055369751021925
459,bag512,0.07625418060200669
460,bag513,0.0
461,bag514,0.08918617614269787
462,bag515,0.11287625418060201
463,bag516,0.05462653288740246
464,bag517,0.0688715471324167
465,bag518,0.13076923076923078
466,bag519,0.04731822123126471
467,bag52,0.4050538833147529
468,bag520,0.0794314381270903
469,bag521,0.11992355470616342
470,bag522,0.08992939427722035
471,bag523,0.05648457822370866
472,bag524,0.06713737148519758
473,bag525,0.15585284280936454
474,bag526,0.12541806020066887
475,bag527,0.08450390189520625
476,bag528,0.10479375696767002
477,bag529,0.05663322185061316
478,bag53,0.3550724637681159
479,bag530,0.06532887402452618
480,bag531,0.09491957318044275
481,bag532,0.11036789297658862
482,bag533,0.07525083612040133
483,bag534,0.06312709030100333
484,bag535,0.08319397993311035
485,bag536,0.043478260869565216
486,bag537,0.06176142697881828
487,bag538,0.10100334448160535
488,bag539,0.13457556935817805
489,bag54,0.8851727982162765
490,bag540,0.10033444816053512
491,bag541,0.11259754738015607
492,bag542,0.05351170568561873
493,bag543,0.09173435260391782
494,bag544,0.10512820512820513
495,bag545,0.09308807134894091
496,bag546,0.09178743961352656
497,bag547,0.10590858416945374
498,bag548,0.14492753623188404
499,bag549,0.09197324414715718
500,bag55,0.366778149386845
501,bag550,0.047194351542177625
502,bag551,0.07153474544778893
503,bag552,0.11767620463272638
504,bag553,0.10228539576365663
505,bag554,0.07543664065403195
506,bag555,0.08695652173913045
507,bag556,0.08361204013377925
508,bag557,0.10665180230397621
509,bag558,0.09253065774804904
510,bag559,0.11061563235476278
511,bag56,0.27536231884057966
512,bag560,0.08788554440728352
513,bag561,0.09141583054626533
514,bag562,0.09316770186335402
515,bag563,0.10349312523225566
516,bag564,0.06438127090301003
517,bag565,0.09520624303232997
518,bag566,0.07708233795190315
519,bag567,0.07441471571906354
520,bag568,0.029357116313638052
521,bag569,0.08101077666295058
522,bag57,0.3119038771212684
523,bag570,0.034894091415830546
524,bag571,0.0998389694041868
525,bag572,0.10479375696767002
526,bag573,0.06477146042363432
527,bag574,0.09698996655518395
528,bag575,0.08416945373467112
529,bag576,0.09067261241174285
530,bag577,0.14158305462653287
531,bag578,0.09178743961352656
532,bag579,0.1254180602006689
533,bag58,0.25752508361204013
534,bag580,0.10323299888517279
535,bag581,0.06386367255932472
536,bag582,0.028985507246376805
537,bag583,0.09123002601263469
538,bag584,0.11872909698996656
539,bag585,0.12486064659977703
540,bag586,0.06744704570791528
541,bag587,0.0
542,bag588,0.08918617614269787
543,bag589,0.05351170568561873
544,bag59,0.4143441099962839
545,bag590,0.07221602873776786
546,bag591,0.07692307692307691
547,bag592,0.08071348940914158
548,bag593,0.16945373467112596
549,bag594,0.09420289855072463
550,bag595,0.09643255295429208
551,bag596,0.05425492382014121
552,bag597,0.07320698625046451
553,bag598,0.08918617614269787
554,bag599,0.11854329245633594
555,bag6,0.2809364548494983
556,bag60,0.39149015235971757
557,bag600,0.07670011148272018
558,bag61,0.32608695652173914
559,bag62,0.2780379041248606
560,bag63,0.3876811594202898
561,bag64,0.3450390189520624
562,bag65,0.2453734671125975
563,bag66,0.24489037532515795
564,bag67,0.37904124860646593
565,bag68,0.3652917131178
566,bag69,0.33835005574136
567,bag7,0.2749907097733184
568,bag70,0.3567447045707915
569,bag71,0.34462095875139354
570,bag72,0.4495231016970147
571,bag73,0.4375696767001115
572,bag74,0.28576737272389446
573,bag75,0.2817168338907469
574,bag76,0.30063173541434407
575,bag77,0.3444816053511705
576,bag78,0.22630992196209587
577,bag79,0.5016722408026756
578,bag8,0.2533842968625577
579,bag80,0.21887774061687104
580,bag81,0.32134894091415833
581,bag82,0.23857302118171683
582,bag83,0.3489409141583054
583,bag84,0.28595317725752506
584,bag85,0.3355629877369008
585,bag86,0.452779104953018
586,bag87,0.398216276477146
587,bag88,0.3014811275680841
588,bag89,0.31075808249721293
589,bag9,0.27998088867654086
590,bag90,0.24882943143812705
591,bag91,0.3656633221850613
592,bag92,0.3354391180478137
593,bag93,0.3501672240802675
594,bag94,0.23411371237458195
595,bag95,0.2302118171683389
596,bag96,0.3521460423634336
597,bag97,0.43403939056112967
598,bag98,0.40393905611296904
599,bag99,0.48913043478260865
